City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
179,ust-kuyga,70.0167,135.6,-48.97,100,87,2.35,RU,1675987103
180,conceicao das alagoas,-19.9147,-48.3883,22.88,83,60,1.35,BR,1675987104
181,abu dhabi,24.4667,54.3667,19.01,55,0,6.69,AE,1675987104
182,ascension,30.2169,-90.9001,18.38,61,4,2.47,US,1675987104
183,payo,-3.7508,103.6372,21.63,80,73,0.76,ID,1675987105
184,rio cuarto,-33.1307,-64.3499,29.87,42,0,4.12,AR,1675987105
185,saskylakh,71.9167,114.0833,-43.53,98,54,3.07,RU,1675987106
186,atasu,48.6814,71.6433,-23.04,98,99,0.78,KZ,1675987106
187,asosa,10.0667,34.5333,19.19,42,9,1.43,ET,1675987107
188,puerto escondido,15.85,-97.0667,27.05,62,1,2.28,MX,1675986816
189,alice springs,-23.7,133.8833,30.75,40,5,5.66,AU,1675986398
190,korla,41.7597,86.1469,-0.98,57,98,1.85,CN,1675986542
191,montes claros,-16.735,-43.8617,26.88,50,75,2.57,BR,1675987040
192,saint pete beach,27.7253,-82.7412,25.1,75,0,5.14,US,1675987107
193,kavaratti,10.5669,72.642,26.26,78,99,3.98,IN,1675986599
194,villamartin,36.8598,-5.6449,12.23,67,18,5.12,ES,1675987108
195,eureka,40.8021,-124.1637,16.78,49,15,3.13,US,1675987036
196,chara,56.9064,118.2631,-23.26,86,100,0.16,RU,1675987108
197,tasiilaq,65.6145,-37.6368,-3.91,59,100,5.08,GL,1675986608
198,gazanjyk,39.2446,55.5154,0.19,68,100,3.61,TM,1675987109
199,san lorenzo,-25.3333,-57.5333,24.77,88,75,2.24,PY,1675986559
200,oytal,42.9057,73.2697,-8.2,90,86,1.92,KZ,1675987109
201,zhigansk,66.7697,123.3711,-42.68,99,100,2.8,RU,1675987110
202,butaritari,3.0707,172.7902,27.12,82,94,8.13,KI,1675987110
203,catia la mar,10.6038,-67.0303,28.11,74,40,2.06,VE,1675987110
204,port lincoln,-34.7333,135.8667,20.27,70,73,7.84,AU,1675987111
205,lorengau,-2.0226,147.2712,26.6,84,100,4.67,PG,1675986567
206,sorland,67.667,12.6934,0.92,56,100,14.22,NO,1675987111
207,kysyl-syr,63.8986,122.7617,-43.15,98,93,2.61,RU,1675987111
208,palmer,42.1584,-72.3287,8.47,73,100,2.24,US,1675987112
209,clarence town,-32.5833,151.7833,28.41,47,6,1.23,AU,1675987112
210,leshukonskoye,64.8989,45.7622,-1.22,92,100,5.48,RU,1675987113
211,saint-francois,46.4154,3.9054,-1.13,93,30,1.03,FR,1675987113
212,prieska,-29.6641,22.7474,21.29,59,0,4.64,ZA,1675987113
213,varhaug,58.6147,5.6457,3.27,60,100,9.79,NO,1675987114
214,kaitangata,-46.2817,169.8464,16.95,43,53,0.48,NZ,1675987114
215,plettenberg bay,-34.0527,23.3716,19.67,93,20,1.93,ZA,1675987115
216,ola,59.5833,151.2833,-18.62,77,100,4.27,RU,1675987115
217,hennebont,47.8051,-3.2734,8.28,87,0,1.03,FR,1675987115
218,keffi,8.8486,7.8736,26.16,18,49,2.12,NG,1675987116
219,muscatine,41.4667,-91.1335,2.59,78,100,1.34,US,1675987116
220,la roda,39.2167,-2.15,3.33,92,57,3.67,ES,1675987116
221,guerrero negro,27.9769,-114.0611,22.6,25,1,3.66,MX,1675986978
222,constitucion,-35.3333,-72.4167,17.33,73,11,7.36,CL,1675987117
223,havoysund,70.9963,24.6622,1.13,62,99,6.93,NO,1675987117
224,camana,-16.6228,-72.7111,24.15,82,100,3.24,PE,1675987118
225,ilulissat,69.2167,-51.1,-14.99,78,100,3.09,GL,1675986614
226,nampula,-15.1165,39.2666,22.97,100,40,4.63,MZ,1675987118
227,beringovskiy,63.05,179.3167,-31.47,93,34,3.94,RU,1675986573
228,jamestown,42.097,-79.2353,14.77,77,100,4.12,US,1675986943
229,beloha,-25.1667,45.05,23.83,78,55,2.27,MG,1675986556
230,linhares,-19.3911,-40.0722,23.04,87,97,1.29,BR,1675987119
231,qasigiannguit,68.8193,-51.1922,-22.34,99,100,2.87,GL,1675987119
232,weiser,44.251000000000005,-116.9693,8.11,52,50,3.13,US,1675987120
233,fort nelson,58.8053,-122.7002,-7.81,80,75,0.89,CA,1675986577
234,ariquemes,-9.9133,-63.0408,22.75,97,86,1.24,BR,1675987120
235,inuvik,68.3499,-133.7218,-24.44,77,75,3.6,CA,1675987121
236,kahului,20.8947,-156.47,26.01,70,40,9.77,US,1675987121
237,terrace,54.5163,-128.6035,0.95,100,100,0.0,CA,1675987121
238,sao filipe,14.8961,-24.4956,20.52,81,100,4.82,CV,1675986568
239,curillo,1.0333,-75.9191,26.51,65,84,1.09,CO,1675987122
240,santa flavia,38.085,13.5351,8.85,86,100,7.15,IT,1675987122
241,aklavik,68.2191,-135.0107,-26.0,76,75,4.12,CA,1675987122
242,iqaluit,63.7506,-68.5145,-31.84,67,40,4.12,CA,1675987123
243,mnogovershinnyy,53.9353,139.9242,-26.51,90,19,1.98,RU,1675987123
244,vaitape,-16.5167,-151.75,27.48,71,4,5.63,PF,1675987123
245,chokurdakh,70.6333,147.9167,-31.3,98,100,2.58,RU,1675987124
246,miri,4.4148,114.0089,25.08,94,20,1.54,MY,1675987124
247,dudinka,69.4058,86.1778,-19.58,95,98,8.43,RU,1675987124
248,ust-nera,64.5667,143.2,-43.17,94,42,1.24,RU,1675987125
249,abalak,58.1286,68.5944,-11.9,99,96,2.06,RU,1675987125
250,paamiut,61.994,-49.6678,-4.2,96,100,5.38,GL,1675986595
251,waycross,31.2136,-82.354,23.14,72,40,0.0,US,1675987126
252,mitsamiouli,-11.3847,43.2844,27.27,82,36,3.96,KM,1675987126
253,parbhani,19.2667,76.7833,20.25,26,33,1.54,IN,1675987126
254,japura,-0.3167,102.35,22.77,98,99,0.63,ID,1675987127
255,carnarvon,-24.8667,113.6333,25.79,75,88,8.34,AU,1675987127
256,kasongo,-4.45,26.6667,19.31,96,100,1.44,CD,1675987127
257,tual,-5.6667,132.75,27.49,79,100,11.7,ID,1675987128
258,takoradi,4.8845,-1.7554,26.06,88,75,3.51,GH,1675987128
259,voznesenye,61.0106,35.4781,-3.46,86,92,5.63,RU,1675987129
260,warren,39.4334,-84.1666,9.67,70,100,12.86,US,1675987129
261,shache,38.4167,77.2406,-0.84,53,53,2.86,CN,1675987129
262,daru,-9.0763,143.2092,26.34,86,100,5.56,PG,1675987130
263,udachnyy,66.4167,112.4,-31.01,98,100,1.92,RU,1675987130
264,tuy hoa,13.0833,109.3,22.16,91,34,1.08,VN,1675987131
265,cortes,41.9395,-1.4396,2.03,73,32,2.24,ES,1675987131
266,grand-lahou,5.1367,-5.0242,25.79,92,93,2.81,CI,1675987131
267,katherine,-14.4667,132.2667,27.18,78,100,0.51,AU,1675987132
268,ketchikan,55.3422,-131.6461,6.99,87,100,6.17,US,1675987132
269,gharo,24.7424,67.5856,21.12,92,1,5.21,PK,1675987132
270,longyan,25.1072,117.0225,17.94,96,93,0.82,CN,1675987133
271,carberry,49.8689,-99.3602,-8.87,95,8,3.3,CA,1675987133
272,meulaboh,4.1363,96.1285,24.2,90,88,2.28,ID,1675986540
273,stromness,58.965,-3.2960000000000003,4.98,87,100,3.58,GB,1675987134
274,mercedes,-34.6515,-59.4307,29.32,25,0,2.61,AR,1675986570
275,buraydah,26.326,43.975,10.25,45,83,4.22,SA,1675986879
276,zvishavane,-20.3267,30.0665,19.68,90,79,0.6,ZW,1675987134
277,progreso,21.2833,-89.6667,25.57,75,29,5.11,MX,1675987135
278,evensk,61.95,159.2333,-22.01,72,69,5.9,RU,1675987135
279,talnakh,69.4865,88.3972,-21.62,97,99,4.52,RU,1675987135
280,komsomolskiy,40.4272,71.7189,-1.6,93,75,2.06,UZ,1675987136
281,clyde,41.3042,-82.9752,9.8,76,81,11.82,US,1675987136
282,poum,-20.2333,164.0167,27.5,78,100,9.43,NC,1675987137
283,gizo,-8.103,156.8419,28.8,73,98,5.54,SB,1675987137
284,dingle,10.9995,122.6711,25.34,86,77,4.37,PH,1675987137
285,quatre cocos,-20.2078,57.7625,26.06,77,22,5.52,MU,1675987138
286,bahia blanca,-38.7196,-62.2724,31.27,24,1,1.79,AR,1675986898
287,caravelas,-17.7125,-39.2481,24.22,82,96,2.5,BR,1675987138
288,inhambane,-23.865,35.3833,25.72,89,52,4.48,MZ,1675987138
289,bereda,43.2686,-7.5406,-0.48,100,9,0.8,ES,1675986613
290,olinda,-8.0089,-34.8553,24.85,88,75,0.51,BR,1675986925
291,yangambi,0.8102,24.4336,25.11,42,89,1.01,CD,1675987139
292,inirida,3.8653,-67.9239,24.25,93,88,0.44,CO,1675987140
293,velsk,61.0701,42.0983,-3.16,85,68,5.75,RU,1675987140
294,wilmington,34.2257,-77.9447,19.44,74,87,1.34,US,1675986393
295,cap malheureux,-19.9842,57.6142,25.82,78,6,1.34,MU,1675987140
296,verkh-usugli,52.7,115.1667,-22.99,100,100,0.79,RU,1675987141
297,north adams,42.7009,-73.1087,6.21,76,100,7.72,US,1675987141
298,panguna,-6.3164,155.4848,26.36,67,100,1.48,PG,1675987142
299,xingcheng,40.6167,120.7167,-2.61,82,12,1.73,CN,1675987142
300,inyonga,-6.7167,32.0667,18.06,94,77,0.21,TZ,1675987142
301,hasaki,35.7333,140.8333,3.45,67,100,6.32,JP,1675986544
302,san roque,36.2107,-5.3842,13.46,72,100,18.52,ES,1675987143
303,den helder,52.9599,4.7593,6.1,87,100,4.12,NL,1675987018
304,okha,53.5739,142.9478,-27.71,94,22,5.12,RU,1675987143
305,padang,-0.9492,100.3543,24.03,86,91,1.17,ID,1675986589
306,santa rosa,14.3122,121.1114,26.72,70,94,4.14,PH,1675987144
307,omboue,-1.5746,9.2618,25.98,88,99,2.44,GA,1675987144
308,tiksi,71.6872,128.8694,-39.32,98,96,2.02,RU,1675987144
309,takaungu,-3.6837,39.8566,25.0,87,23,4.18,KE,1675987145
310,pisco,-13.7,-76.2167,24.03,83,0,9.26,PE,1675987145
311,klaksvik,62.2266,-6.5889999999999995,3.51,71,100,7.32,FO,1675987146
312,awbari,26.5921,12.7805,9.93,46,43,2.98,LY,1675987146
313,lasa,46.6166,10.7002,-5.54,63,5,2.27,IT,1675987146
314,isakly,54.1333,51.5333,-9.39,99,100,2.17,RU,1675987147
315,maragogi,-9.0122,-35.2225,25.98,84,45,3.14,BR,1675987147
316,macau,22.2006,113.5461,21.59,94,40,1.03,MO,1675987147
317,half moon bay,37.4636,-122.4286,21.04,62,0,8.75,US,1675987103
318,pangkalanbuun,-2.6833,111.6167,25.24,85,80,1.69,ID,1675987148
319,shetpe,44.1667,52.1167,-6.88,67,76,1.9,KZ,1675987148
320,brookhaven,31.5791,-90.4407,18.81,75,0,2.01,US,1675987149
321,parintins,-2.6283,-56.7358,23.91,96,55,0.37,BR,1675987149
322,saldanha,-33.0117,17.9442,21.03,87,2,3.92,ZA,1675987149
323,lopatino,52.6195,45.8118,-13.51,100,99,1.53,RU,1675987150
324,bhadrachalam,17.6667,80.8833,18.72,92,72,0.93,IN,1675987150
325,uyuni,-20.4597,-66.825,12.28,60,99,4.61,BO,1675987150
326,bathsheba,13.2167,-59.5167,25.34,73,20,8.23,BB,1675987151
327,shubarkuduk,49.1447,56.4872,-18.5,99,80,2.35,KZ,1675987151
328,teguldet,57.3064,88.1667,-33.78,100,100,1.2,RU,1675987152
329,yarmouth,41.7057,-70.2286,7.26,84,100,5.81,US,1675986886
330,duku,11.2361,4.9073,27.24,11,6,3.77,NG,1675987152
331,sitka,57.0531,-135.33,5.94,70,100,5.14,US,1675986555
332,dubbo,-32.25,148.6167,24.07,60,0,2.57,AU,1675987153
333,rocha,-34.4833,-54.3333,19.3,93,0,2.53,UY,1675986986
334,mezen,65.8522,44.24,-0.79,94,100,6.05,RU,1675987153
335,high rock,26.6208,-78.2833,24.01,68,4,6.83,BS,1675987154
336,cabo san lucas,22.8909,-109.9124,25.17,43,20,3.09,MX,1675987113
337,nakhon thai,17.1006,100.8374,23.92,73,32,0.56,TH,1675987154
338,killybegs,54.6333,-8.45,6.01,84,100,6.36,IE,1675987154
339,viransehir,37.2353,39.7631,0.61,60,6,3.12,TR,1675987155
340,sibut,5.718,19.0739,23.52,21,15,2.08,CF,1675987155
341,itoman,26.1247,127.6694,23.01,83,40,9.77,JP,1675987155
342,eyl,7.9803,49.8164,22.7,83,9,5.24,SO,1675987156
343,antofagasta,-23.65,-70.4,21.6,83,61,1.3,CL,1675987156
344,college,64.8569,-147.8028,-13.78,79,40,1.54,US,1675987156
345,maningrida,-12.0667,134.2667,28.38,75,100,0.72,AU,1675987157
346,asau,46.4333,26.4,-14.29,85,4,2.67,RO,1675987157
347,bakel,14.905,-12.4568,28.24,14,6,3.86,SN,1675987157
348,saint thomas mount,12.9964,80.2031,22.99,88,20,1.54,IN,1675987158
349,christchurch,-43.5333,172.6333,21.9,71,20,5.66,NZ,1675986795
350,springdale,36.1867,-94.1288,12.07,61,100,1.54,US,1675987089
351,mpika,-11.8343,31.4529,15.32,97,82,2.21,ZM,1675987159
352,sao raimundo das mangabeiras,-7.0219,-45.4811,25.12,50,6,1.58,BR,1675987159
353,taoudenni,22.6783,-3.9836,21.13,15,95,7.88,ML,1675986604
354,edd,13.9297,41.6925,24.49,79,15,1.13,ER,1675987159
355,saint george,37.1041,-113.5841,12.33,16,0,4.63,US,1675986879
356,mandalgovi,45.7625,106.2708,-13.5,94,55,2.21,MN,1675987160
357,cairns,-16.9167,145.7667,28.37,85,75,4.63,AU,1675987160
358,khorinsk,52.1657,109.7726,-22.87,98,94,1.16,RU,1675986603
359,ludvika,60.1496,15.1878,1.3,59,97,7.33,SE,1675987161
360,lompoc,34.6391,-120.4579,24.88,56,0,2.06,US,1675986594
361,kodino,63.7198,39.6447,-1.45,90,100,5.76,RU,1675987161
362,conceicao do araguaia,-8.2578,-49.2647,23.96,88,59,0.79,BR,1675987162
363,adrar,20.5022,-10.0711,20.46,21,99,5.71,MR,1675987162
364,maceio,-9.6658,-35.7353,25.69,88,0,2.06,BR,1675987090
365,gharghoda,22.1667,83.35,14.23,31,10,1.01,IN,1675987163
366,khandyga,62.6667,135.6,-47.15,100,67,0.89,RU,1675987163
367,yarada,17.65,83.2667,21.18,100,25,1.03,IN,1675987163
368,kavieng,-2.5744,150.7967,27.81,76,100,3.65,PG,1675987164
369,brookings,44.3114,-96.7984,-6.57,68,0,8.23,US,1675987164
370,lerwick,60.1545,-1.1494,5.0,57,100,5.02,GB,1675987164
371,guigue,10.0853,-67.7792,21.71,91,100,2.25,VE,1675987165
372,kenai,60.5544,-151.2583,-5.95,85,100,2.57,US,1675987168
373,ekibastuz,51.6667,75.3667,-20.25,94,87,3.47,KZ,1675987168
374,nouakchott,18.0858,-15.9785,21.96,64,100,11.49,MR,1675987169
375,beyneu,45.3167,55.2,-7.48,85,98,3.52,KZ,1675986603
376,riohacha,11.5444,-72.9072,30.06,58,20,6.17,CO,1675987026
377,parma heights,41.39,-81.7596,18.68,81,40,7.2,US,1675987169
378,deputatskiy,69.3,139.9,-42.19,100,89,1.8,RU,1675987170
379,flin flon,54.7682,-101.865,-8.09,49,75,1.54,CA,1675987170
